car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price
4318,Audi,Model B,2004,250000,Petrol,Automatic,3,1,958
4319,VW,Model A,2021,47236,Petrol,Manual,1,1,12304
4320,Audi,Model C,2022,22202,Hybrid,Manual,10,1,20236
4321,Audi,Model C,2023,0,Petrol,Manual,6,20,23453
4322,Hyundai,Model C,2025,2654,Hybrid,Automatic,1,30,24754
4323,Fiat,Model B,2024,,Petrol,Automatic,1,1,20854
4324,Audi,Model B,2022,55062,Diesel,Automatic,1,10,21638
4325,Fiat,Model C,2025,16748,Petrol,Manual,4,20,18579
4326,Audi,Model C,2025,3684,Petrol,Automatic,10,30,33415
4327,Mercedes,Model B,2002,250000,Diesel,Manual,9,30,500
4328,BMW,Model A,2025,0,Petrol,Manual,12,30,25170
4329,Audi,Model C,2008,215437,Petrol,Automatic,8,20,1030
4330,Toyota,Model C,2025,0,Petrol,Automatic,2,30,26535
4331,Fiat,Model A,2019,61474,Petrol,Automatic,12,10,7999
4332,Audi,Model A,2013,139151,Petrol,Manual,9,1,2660
4333,Toyota,Model A,2021,42644,Petrol,Automatic,5,30,12425
4334,VW,Model C,2024,1235,Petrol,Automatic,4,10,23554
4335,Toyota,Model A,2021,48208,Petrol,Manual,3,1,12382
4336,VW,Model A,2005,231625,Petrol,Automatic,12,10,500
4337,Honda,Model C,2023,25504,Diesel,Automatic,6,1,23311
4338,Mercedes,Model A,2025,0,Diesel,Manual,7,10,26641
4339,VW,Model A,2021,44789,Petrol,Manual,11,30,13953
4340,BMW,Model C,2017,79555,Petrol,Automatic,12,1,7502
4341,Toyota,Model A,2021,38378,Petrol,Automatic,1,10,14015
4342,Toyota,Model A,2004,250000,Hybrid,Manual,12,30,4254
4343,Honda,Model B,2025,0,Petrol,Manual,1,30,27475
4344,VW,Model A,2025,0,Petrol,Automatic,11,30,28437
4345,Honda,Model A,2023,32534,Petrol,Manual,12,1,18606
4346,Ford,Model A,2020,38802,Petrol,Manual,8,30,14700
4347,Ford,Model C,2025,26668,Petrol,Automatic,7,1,24759
4348,Toyota,Model B,2023,42066,Petrol,Automatic,9,10,18083
4349,Dacia,Model B,2025,0,Petrol,Manual,5,20,19351
4350,Dacia,Model C,2024,191,Petrol,Automatic,3,30,21926
4351,Ford,Model C,2025,3029,Petrol,Manual,1,20,23952
4352,BMW,Model C,2023,2288,Petrol,Manual,12,10,15978
4353,Honda,Model C,2021,17967,Petrol,Manual,7,30,19770
4354,Mercedes,Model A,2025,0,Petrol,Automatic,9,1,31977
4355,Honda,Model C,2023,21989,Petrol,Manual,5,10,15309
4356,Mercedes,Model C,2023,25416,Diesel,Automatic,11,20,21422
4357,VW,Model B,2017,,Petrol,Automatic,5,10,7840
4358,BMW,Model B,2024,31109,Diesel,Automatic,1,10,28092
4359,Dacia,Model C,2023,1572,Petrol,Manual,5,1,10923
4360,Mercedes,Model B,2016,90926,Petrol,Automatic,11,10,7888
4361,VW,Model C,2005,247299,Hybrid,Manual,11,20,500
4362,Fiat,Model C,2023,6575,Diesel,Automatic,12,30,16670
4363,Audi,Model C,2025,0,Petrol,Manual,7,10,31016
4364,Dacia,Model B,2022,37850,Petrol,Automatic,12,1,10782
4365,Toyota,Model C,2017,,Petrol,Automatic,7,1,4949
4366,Dacia,Model B,2024,10003,Hybrid,Manual,2,1,16558
4367,Dacia,Model B,2008,193502,Diesel,Automatic,7,30,500
4368,Mercedes,Model A,2021,35075,Diesel,Automatic,11,1,17898
4369,Hyundai,Model A,2015,88465,Petrol,Manual,10,30,3400
4370,Mercedes,Model A,2016,110093,Diesel,Manual,6,1,3472
4371,Audi,Model B,2016,89292,Petrol,Automatic,3,1,2837
4372,BMW,Model C,2021,45476,Petrol,Manual,8,20,16177
4373,Mercedes,Model B,2005,232318,Diesel,Manual,12,20,500
4374,Ford,Model A,2021,44902,Hybrid,Automatic,3,30,10196
4375,Honda,Model B,2022,33754,Petrol,Automatic,11,10,18046
4376,Hyundai,Model A,2022,38904,Petrol,Automatic,2,20,18774
4377,Toyota,Model A,2021,37083,Petrol,Automatic,12,20,13488
4378,Dacia,Model B,2025,18640,Hybrid,Automatic,9,20,19527
4379,BMW,Model A,2014,104288,Petrol,Automatic,2,20,4354
4380,BMW,Model A,2022,32601,Petrol,Automatic,3,20,16271
4381,VW,Model B,2006,240543,Petrol,Automatic,12,1,2002
4382,Fiat,Model B,2007,223151,Petrol,Automatic,7,1,500
4383,Hyundai,Model B,2023,9377,Petrol,Automatic,6,20,22717
4384,Honda,Model A,2023,11876,Petrol,Manual,1,1,18127
4385,Audi,Model C,2025,,Diesel,Manual,2,1,27965
4386,BMW,Model B,2023,32988,Petrol,Automatic,9,1,24903
4387,Honda,Model A,2025,0,Petrol,Automatic,10,20,29187
4388,Honda,Model A,2004,250000,Petrol,Manual,11,30,500
4389,Toyota,Model A,2009,195964,Petrol,Manual,7,30,1424
4390,Ford,Model A,2004,250000,Petrol,Automatic,5,30,500
4391,VW,Model B,2016,112698,Petrol,Automatic,8,1,2517
4392,VW,Model A,2023,11832,Diesel,Automatic,8,30,21613
4393,Audi,Model A,2024,0,Petrol,Manual,1,10,28666
4394,Ford,Model A,2004,247862,Petrol,Manual,12,20,2146
4395,Mercedes,Model C,2025,0,Diesel,Manual,9,30,31742
4396,Mercedes,Model A,2025,0,Petrol,Automatic,1,30,36318
4397,Hyundai,Model A,2019,61292,Petrol,Manual,12,10,7471
4398,VW,Model C,2007,220460,Petrol,Automatic,12,10,500
4399,Hyundai,Model A,2015,112014,Hybrid,Manual,12,1,1660
4400,Mercedes,Model C,2012,170529,Petrol,Automatic,12,1,5028
4401,Fiat,Model B,2012,132624,Diesel,Automatic,3,1,500
4402,Mercedes,Model C,2022,46153,Hybrid,Automatic,12,1,19272
4403,Fiat,Model C,2018,97708,Petrol,Manual,10,30,8419
4404,Toyota,Model B,2020,74347,Petrol,Manual,9,30,8757
4405,Mercedes,Model A,2025,0,Petrol,Automatic,12,1,29270
4406,Toyota,Model B,2024,16718,Petrol,Automatic,5,30,23086
4407,Mercedes,Model B,2025,0,Petrol,Automatic,12,30,32255
4408,Honda,Model C,2014,110907,Petrol,Automatic,8,20,5480
4409,Dacia,Model A,2021,41791,Diesel,Automatic,8,30,12521
4410,Toyota,Model A,2023,10425,Hybrid,Automatic,9,1,26791
4411,Ford,Model C,2007,229811,Petrol,Automatic,10,30,3213
4412,Fiat,Model A,2000,250000,Diesel,Manual,6,10,2737
4413,Ford,Model B,2024,0,Petrol,Manual,12,1,17447
4414,Toyota,Model A,2024,1136,Petrol,Automatic,2,30,23896
4415,Dacia,Model A,2021,42289,Petrol,Automatic,12,20,11277
4416,Mercedes,Model A,2022,34913,Petrol,Automatic,9,30,17108
4417,Honda,Model B,2021,63095,Hybrid,Automatic,12,1,16108
4418,Hyundai,Model B,2002,250000,Diesel,Manual,5,20,1413
4419,BMW,Model B,2020,60770,Petrol,Manual,11,1,13647
4420,VW,Model C,2015,116090,Petrol,Automatic,8,30,815
4421,Audi,Model A,2009,,Petrol,Manual,11,30,4205
4422,Mercedes,Model B,2025,19379,Petrol,Manual,5,10,27767
4423,Audi,Model C,2023,,Petrol,Automatic,12,20,19664
4424,Dacia,Model A,2025,23322,Petrol,Manual,12,10,16049
4425,Fiat,Model C,2020,62941,Petrol,Automatic,6,20,11265
4426,Audi,Model B,2021,78379,Petrol,Automatic,6,1,18113
4427,Mercedes,Model C,2017,105094,Petrol,Manual,8,30,500
4428,Toyota,Model A,2009,,Petrol,Manual,3,10,500
4429,Ford,Model C,2015,,Petrol,Automatic,7,20,2151
4430,Fiat,Model A,2025,0,Hybrid,Automatic,12,1,21676
4431,Dacia,Model A,2024,0,Petrol,Manual,5,30,14870
4432,Hyundai,Model A,2023,18344,Petrol,Automatic,10,10,19576
4433,Ford,Model C,2022,15495,Petrol,Manual,8,10,14852
4434,Mercedes,Model B,2025,85,Petrol,Automatic,4,30,32981
4435,BMW,Model A,2007,219561,Petrol,Automatic,7,10,500
4436,Ford,Model A,2019,56938,Petrol,Automatic,11,1,6274
4437,Honda,Model B,2020,89103,Diesel,Manual,7,30,9348
4438,Hyundai,Model C,2025,952,Diesel,Automatic,9,20,25551
4439,Toyota,Model B,2025,0,Diesel,Automatic,10,1,25474
4440,BMW,Model C,2018,59556,Petrol,Automatic,1,1,10499
4441,Toyota,Model C,2025,899,Diesel,Automatic,1,20,26674
4442,Dacia,Model B,2025,0,Petrol,Automatic,2,1,21363
4443,Hyundai,Model C,2017,107745,Petrol,Automatic,3,10,2364
4444,BMW,Model A,2021,45849,Petrol,Automatic,11,1,18632
4445,Fiat,Model B,2021,30094,Petrol,Automatic,6,1,8747
4446,Honda,Model B,2025,25060,Petrol,Manual,3,1,25442
4447,Toyota,Model B,2016,114534,Petrol,Automatic,7,30,3957
4448,Toyota,Model B,2025,0,Petrol,Automatic,10,30,28735
4449,Ford,Model A,2020,62469,Diesel,Automatic,2,10,11100
4450,Honda,Model C,2025,7110,Petrol,Automatic,5,30,21856
4451,VW,Model A,2021,26567,Petrol,Manual,3,1,13976
4452,Ford,Model B,2023,26365,Petrol,Manual,9,30,17985
4453,Mercedes,Model A,2025,0,Diesel,Automatic,2,1,22185
4454,Audi,Model C,2025,7609,Petrol,Manual,10,30,27391
4455,Hyundai,Model B,2025,0,Petrol,Manual,3,20,23179
4456,VW,Model A,2005,230929,Petrol,Manual,1,20,500
4457,Honda,Model A,2024,36943,Petrol,Manual,12,1,16336
4458,Mercedes,Model C,2013,162463,Diesel,Automatic,5,10,2405
4459,BMW,Model C,2021,0,Diesel,Manual,7,30,14361
4460,Toyota,Model B,2023,41351,Diesel,Manual,2,10,18212
4461,BMW,Model A,2021,46895,Petrol,Automatic,6,1,21185
4462,Honda,Model B,2022,25377,Petrol,Automatic,3,30,20515
4463,Hyundai,Model A,2025,0,Hybrid,Manual,11,1,22693
4464,Toyota,Model A,2013,129763,Petrol,Automatic,9,20,500
4465,Hyundai,Model B,2024,1800,Petrol,Manual,9,20,21786
4466,VW,Model A,2021,31093,Diesel,Automatic,10,10,10794
4467,Mercedes,Model C,2013,123681,Petrol,Automatic,4,30,2169
4468,Ford,Model A,2015,104394,Petrol,Manual,6,1,5799
4469,Mercedes,Model A,2025,4850,Petrol,Manual,2,20,29856
4470,VW,Model B,2025,751,Petrol,Automatic,1,1,29762
4471,Mercedes,Model C,2025,8337,Diesel,Manual,5,30,25798
4472,Toyota,Model B,2025,0,Petrol,Automatic,11,20,24836
4473,Ford,Model B,2016,88399,Petrol,Automatic,8,30,9288
4474,BMW,Model C,2020,20224,Diesel,Automatic,6,10,9018
4475,Mercedes,Model B,2024,,Hybrid,Automatic,12,20,24046
4476,Toyota,Model B,2022,13709,Diesel,Automatic,6,30,18865
4477,Honda,Model A,2021,30511,Diesel,Manual,6,20,12913
4478,Fiat,Model A,2020,49687,Petrol,Manual,12,30,6325
4479,Mercedes,Model C,2023,18579,Hybrid,Automatic,2,20,26024
4480,Toyota,Model C,2023,34116,Petrol,Manual,4,10,19881
4481,Honda,Model B,2015,122639,Diesel,Manual,6,1,2496
4482,Toyota,Model C,2022,36300,Petrol,Automatic,8,10,23285
4483,Ford,Model A,2023,52285,Petrol,Automatic,2,30,15753
4484,Audi,Model B,2023,0,Petrol,Manual,5,10,22028
4485,Hyundai,Model C,2017,80424,Diesel,Manual,3,1,3777
4486,Honda,Model B,2025,0,Petrol,Manual,11,1,23792
4487,BMW,Model C,2002,249440,Diesel,Automatic,11,1,500
4488,Ford,Model B,2020,49207,Petrol,Manual,3,1,6332
4489,Ford,Model A,2025,10316,Petrol,Manual,6,30,21750
4490,Toyota,Model A,2023,15125,Diesel,Manual,9,30,21032
4491,BMW,Model C,2018,79004,Petrol,Automatic,1,20,11637
4492,Audi,Model C,2024,0,Petrol,Automatic,12,20,32417
4493,Toyota,Model B,2023,12052,Diesel,Automatic,7,10,26486
4494,Mercedes,Model A,2025,0,Diesel,Automatic,3,30,26716
4495,Ford,Model A,2025,9636,Petrol,Automatic,5,20,23564
4496,VW,Model B,2023,0,Diesel,Manual,12,1,16821
4497,Fiat,Model B,2022,29174,Petrol,Automatic,1,1,22693
4498,Ford,Model C,2013,160302,Petrol,Automatic,2,30,500
4499,VW,Model B,2018,77323,Petrol,Automatic,3,30,4515
4500,Ford,Model C,2021,16266,Petrol,Automatic,1,1,16014
4501,Dacia,Model C,2023,43187,Petrol,Automatic,3,10,17234
4502,Audi,Model C,2022,47023,Petrol,Automatic,11,30,24523
4503,Audi,Model C,2019,,Petrol,Manual,7,30,9237
4504,Mercedes,Model C,2000,250000,Petrol,Manual,8,30,500
4505,Honda,Model A,2022,58686,Petrol,Automatic,2,30,9043
4506,BMW,Model B,2019,60400,Petrol,Manual,4,30,10824
4507,Audi,Model B,2025,0,Petrol,Automatic,12,10,32888
4508,Honda,Model C,2002,250000,Petrol,Manual,3,30,549
4509,Dacia,Model A,2023,38204,Petrol,Manual,12,10,12857
4510,Dacia,Model C,2025,0,Petrol,Automatic,9,1,19844
4511,VW,Model C,2015,127226,Petrol,Automatic,7,30,5770
4512,Toyota,Model C,2022,37138,Hybrid,Automatic,3,20,15865
4513,Fiat,Model B,2009,190574,Petrol,Automatic,9,20,1450
4514,Fiat,Model A,2024,0,Petrol,Manual,12,30,18161
4515,Fiat,Model A,2023,51182,Petrol,Automatic,2,30,18492
4516,Ford,Model A,2021,26049,Petrol,Automatic,1,20,17498
4517,Audi,Model C,2022,42183,Petrol,Automatic,10,10,17375
4518,BMW,Model A,2025,5649,Diesel,Automatic,8,20,31485
4519,Fiat,Model A,2016,125315,Petrol,Automatic,7,20,7957
4520,BMW,Model A,2002,250000,Petrol,Automatic,6,30,1905
4521,Toyota,Model A,2025,0,Petrol,Manual,7,20,21358
4522,Honda,Model B,2023,31955,Petrol,Automatic,5,30,16175
4523,BMW,Model B,2025,26473,Petrol,Manual,2,20,25617
4524,Fiat,Model A,2023,23022,Petrol,Manual,10,30,18520
4525,Toyota,Model B,2025,0,Diesel,Automatic,6,1,27478
4526,BMW,Model C,2021,42232,Diesel,Automatic,11,20,14445
4527,Dacia,Model A,2025,0,Diesel,Automatic,12,20,18381
4528,Toyota,Model C,2025,5577,Petrol,Manual,3,30,25051
4529,Fiat,Model C,2023,39966,Petrol,Automatic,10,20,16121
4530,Honda,Model A,2016,106184,Petrol,Automatic,12,1,4678
4531,VW,Model A,2018,59685,Diesel,Manual,10,30,9910
4532,Audi,Model B,2016,123324,Petrol,Manual,4,20,11929
4533,Honda,Model B,2018,57355,Petrol,Manual,12,10,1186
4534,Audi,Model A,2020,36810,Petrol,Automatic,10,30,11543
4535,Dacia,Model A,2023,21324,Petrol,Automatic,6,1,16003
4536,BMW,Model C,2023,27776,Diesel,Manual,8,20,20561
4537,Audi,Model C,2021,54333,Petrol,Automatic,10,10,16956
4538,Fiat,Model B,2023,23007,Petrol,Automatic,2,20,18691
4539,Honda,Model A,2008,230400,Diesel,Manual,12,1,510
4540,Ford,Model B,2008,61493,Diesel,Manual,12,20,3444
4541,VW,Model B,2015,135520,Hybrid,Manual,5,1,2462
4542,BMW,Model C,2022,47804,Petrol,Automatic,9,30,18329
4543,BMW,Model C,2017,76606,Petrol,Manual,6,30,7279
4544,Dacia,Model B,2019,69454,Petrol,Automatic,1,1,2821
4545,Audi,Model B,2021,79849,Petrol,Automatic,12,1,14056
4546,Toyota,Model B,2025,0,Diesel,Manual,2,10,30617
4547,VW,Model C,2001,250000,Petrol,Manual,1,10,500
4548,Audi,Model B,2024,14558,Petrol,Automatic,11,30,24491
4549,VW,Model C,2024,4972,Petrol,Automatic,1,20,22294
4550,Honda,Model A,2025,0,Diesel,Automatic,9,30,28646
4551,Fiat,Model A,2025,0,Petrol,Automatic,12,10,20910
4552,Audi,Model B,2002,250000,Petrol,Manual,6,30,500
4553,Audi,Model B,2015,,Hybrid,Automatic,1,1,5220
4554,Hyundai,Model C,2025,0,Petrol,Manual,3,30,23058
4555,Toyota,Model A,2021,25323,Diesel,Automatic,12,10,13507
4556,Toyota,Model A,2023,57102,Diesel,Automatic,6,30,18213
4557,Hyundai,Model B,2024,8649,Hybrid,Automatic,7,10,23392
4558,Ford,Model C,2024,18518,Petrol,Automatic,2,1,21971
4559,Honda,Model C,2025,0,Hybrid,Automatic,12,30,20875
4560,Audi,Model B,2025,4814,Petrol,Automatic,7,1,32167
4561,Hyundai,Model C,2025,21889,Petrol,Automatic,7,30,21470
4562,Mercedes,Model C,2019,62216,Petrol,Manual,8,30,16922
4563,Fiat,Model B,2025,6878,Petrol,Automatic,10,20,20010
4564,Mercedes,Model B,2004,230913,Hybrid,Automatic,3,10,657
4565,Hyundai,Model B,2017,126342,Diesel,Automatic,12,10,5064
4566,Toyota,Model A,2025,4028,Petrol,Automatic,3,30,24789
4567,Mercedes,Model B,2018,77808,Petrol,Manual,3,30,6899
4568,Toyota,Model A,2017,91531,Petrol,Manual,1,1,5989
4569,Audi,Model A,2013,136349,Petrol,Automatic,1,20,4981
4570,Mercedes,Model B,2025,0,Petrol,Automatic,6,10,30537
4571,Audi,Model C,2022,0,Petrol,Automatic,3,10,24247
4572,Fiat,Model C,2024,10530,Diesel,Automatic,3,1,16400
4573,Mercedes,Model A,2017,93901,Petrol,Automatic,12,10,9172
4574,Dacia,Model C,2025,7329,Petrol,Automatic,12,30,17831
4575,BMW,Model A,2025,0,Petrol,Manual,5,10,27738
4576,VW,Model B,2020,48434,Petrol,Automatic,5,20,14380
4577,Fiat,Model A,2021,47883,Diesel,Manual,4,1,7744
4578,Dacia,Model A,2016,83814,Diesel,Automatic,12,30,861
4579,Mercedes,Model C,2025,,Petrol,Manual,2,10,29468
4580,VW,Model A,2024,0,Petrol,Automatic,8,1,19953
4581,Mercedes,Model C,2025,16812,Petrol,Automatic,3,1,30417
4582,Toyota,Model A,2020,70264,Petrol,Automatic,10,1,13695
4583,VW,Model B,2025,0,Diesel,Automatic,8,1,21642
4584,Toyota,Model B,2025,9917,Petrol,Automatic,5,10,31278
4585,Toyota,Model C,2024,13672,Petrol,Automatic,2,30,21689
4586,Mercedes,Model C,2025,0,Hybrid,Automatic,10,10,30906
4587,BMW,Model A,2021,17656,Petrol,Automatic,1,30,18815
4588,Mercedes,Model C,2013,148746,Diesel,Automatic,4,30,4957
4589,Fiat,Model C,2024,,Petrol,Automatic,4,1,17897
4590,BMW,Model A,2025,16424,Petrol,Manual,8,20,28235
4591,VW,Model A,2023,24210,Petrol,Automatic,7,10,23181
4592,Hyundai,Model B,2016,97506,Diesel,Manual,4,30,4735
4593,Ford,Model B,2022,62967,Diesel,Automatic,6,30,17419
4594,VW,Model B,2020,68646,Petrol,Manual,6,1,6394
4595,VW,Model A,2021,0,Petrol,Automatic,8,1,17753
4596,Honda,Model C,2024,4704,Diesel,Automatic,12,30,21316
4597,Toyota,Model B,2025,0,Hybrid,Automatic,2,1,26580
4598,Dacia,Model B,2017,84003,Diesel,Manual,7,1,2681
4599,Dacia,Model C,2021,45829,Petrol,Manual,1,20,6485
4600,VW,Model A,2018,89310,Hybrid,Manual,9,30,7261
4601,Mercedes,Model A,2016,111920,Petrol,Manual,9,30,8160
4602,Honda,Model B,2025,16168,Petrol,Manual,9,30,24752
4603,Honda,Model A,2025,9548,Petrol,Automatic,6,20,21598
4604,Hyundai,Model B,2020,68621,Hybrid,Manual,3,10,5584
4605,VW,Model B,2025,3022,Diesel,Automatic,6,20,26868
4606,Honda,Model C,2025,19301,Petrol,Manual,1,1,25501
4607,VW,Model B,2025,0,Petrol,Automatic,5,10,27290
4608,BMW,Model C,2016,103645,Petrol,Automatic,11,20,3112
4609,Hyundai,Model A,2025,0,Diesel,Automatic,5,10,21006
4610,Audi,Model B,2020,75842,Petrol,Automatic,8,1,11204
4611,VW,Model C,2020,58846,Hybrid,Manual,4,20,7652
4612,Mercedes,Model A,2006,250000,Petrol,Automatic,2,30,630
4613,Mercedes,Model C,2022,29917,Diesel,Manual,7,1,14924
4614,BMW,Model C,2010,181328,Petrol,Automatic,1,30,3228
4615,Fiat,Model C,2018,92197,Petrol,Manual,12,30,4144
4616,Ford,Model A,2020,43471,Petrol,Manual,10,10,8634
4617,Toyota,Model B,2025,5378,Petrol,Automatic,12,20,25868
4618,Hyundai,Model A,2025,519,Petrol,Manual,12,10,26098
4619,Ford,Model B,2020,55444,Petrol,Automatic,10,30,13072
4620,Ford,Model B,2025,17589,Petrol,Automatic,10,30,28171
4621,Honda,Model C,2025,0,Petrol,Automatic,7,20,27765
4622,BMW,Model A,2025,4123,Petrol,Manual,3,30,27257
4623,Audi,Model B,2014,153819,Diesel,Automatic,11,20,3464
4624,Mercedes,Model B,2024,1400,Petrol,Automatic,4,30,26000
4625,VW,Model C,2025,0,Petrol,Automatic,9,1,25513
4626,Audi,Model A,2024,47179,Diesel,Automatic,10,20,28382
4627,Honda,Model C,2020,67115,Diesel,Manual,8,30,8259
4628,Toyota,Model B,2022,28407,Petrol,Automatic,9,30,21994
4629,Mercedes,Model B,2024,24039,Petrol,Automatic,4,1,28665
4630,Dacia,Model A,2022,27478,Diesel,Automatic,10,30,13845
4631,Dacia,Model B,2011,144526,Petrol,Automatic,12,1,500
4632,BMW,Model A,2020,80585,Petrol,Manual,7,20,12217
4633,Hyundai,Model C,2025,0,Petrol,Automatic,2,20,23845
4634,Honda,Model C,2025,36775,Petrol,Manual,8,30,24489
4635,Hyundai,Model B,2013,,Petrol,Automatic,5,30,542
4636,Mercedes,Model C,2025,31998,Petrol,Automatic,6,30,21952
4637,Mercedes,Model A,2020,39469,Petrol,Manual,2,20,15095
4638,Fiat,Model B,2024,27382,Petrol,Manual,8,30,15872
4639,Fiat,Model C,2025,7495,Petrol,Manual,10,20,16665
4640,Honda,Model A,2025,12566,Petrol,Automatic,10,30,24855
4641,Fiat,Model B,2025,14520,Diesel,Automatic,12,20,21950
4642,VW,Model B,2020,52533,Petrol,Manual,3,20,9419
4643,Mercedes,Model B,2025,0,Petrol,Automatic,12,10,28704
4644,Toyota,Model B,2013,143236,Petrol,Automatic,10,20,3646
4645,Mercedes,Model C,2025,3345,Petrol,Automatic,9,30,28494
4646,Hyundai,Model C,2025,0,Hybrid,Automatic,9,30,26390
4647,Dacia,Model B,2024,16163,Petrol,Automatic,7,10,18729
4648,Honda,Model A,2018,26683,Petrol,Manual,5,30,8231
4649,VW,Model A,2025,0,Petrol,Automatic,12,20,21602
4650,VW,Model B,2015,125924,Petrol,Manual,2,30,7346
4651,Audi,Model C,2005,235991,Diesel,Automatic,3,20,1701
4652,Toyota,Model B,2025,0,Petrol,Automatic,1,1,23336
4653,Toyota,Model A,2022,47810,Diesel,Automatic,10,20,17267
4654,Ford,Model C,2025,0,Petrol,Automatic,12,20,28548
4655,Fiat,Model A,2021,41149,Petrol,Automatic,3,10,10400
4656,Audi,Model C,2015,121080,Hybrid,Manual,1,20,706
4657,Honda,Model C,2025,20614,Petrol,Manual,4,1,24159
4658,Hyundai,Model C,2023,26891,Petrol,Automatic,12,10,19687
4659,BMW,Model C,2016,115924,Petrol,Automatic,1,10,500
4660,Honda,Model C,2025,0,Petrol,Automatic,2,30,24420
4661,Mercedes,Model C,2022,34822,Diesel,Automatic,1,10,20936
4662,Honda,Model B,2023,23266,Petrol,Manual,12,30,14154
4663,Hyundai,Model A,2022,40399,Petrol,Automatic,2,10,13233
4664,Audi,Model B,2025,0,Diesel,Automatic,12,10,30601
4665,Hyundai,Model B,2025,20099,Petrol,Manual,6,30,19989
4666,Toyota,Model B,2025,0,Hybrid,Automatic,5,1,27291
4667,Mercedes,Model B,2010,154391,Petrol,Automatic,6,1,3464
4668,Honda,Model A,2025,41141,Diesel,Automatic,6,30,23971
4669,Fiat,Model B,2024,7089,Petrol,Automatic,5,30,19427
4670,BMW,Model C,2024,31697,Diesel,Manual,11,1,20371
4671,Toyota,Model A,2020,81071,Petrol,Automatic,7,30,6231
4672,VW,Model C,2025,14178,Petrol,Automatic,12,10,26546
4673,Toyota,Model B,2025,0,Petrol,Automatic,7,20,27918
4674,BMW,Model B,2011,172300,Petrol,Automatic,11,1,500
4675,Toyota,Model C,2021,28882,Petrol,Automatic,10,20,20558
4676,Hyundai,Model B,2025,29852,Petrol,Manual,6,1,22594
4677,Dacia,Model B,2004,239222,Hybrid,Automatic,10,20,2306
4678,BMW,Model B,2025,0,Petrol,Manual,2,30,29183
4679,Ford,Model B,2024,13484,Diesel,Automatic,3,20,18437
4680,Mercedes,Model A,2024,10388,Petrol,Automatic,8,1,23390
4681,VW,Model C,2019,62146,Petrol,Manual,9,10,8689
4682,BMW,Model A,2018,104915,Petrol,Manual,9,20,7776
4683,BMW,Model B,2025,14254,Petrol,Automatic,7,30,32894
4684,Hyundai,Model A,2019,76830,Petrol,Automatic,2,10,16367
4685,BMW,Model C,2025,0,Diesel,Automatic,5,30,30058
4686,Toyota,Model B,2021,63964,Hybrid,Automatic,8,10,16669
4687,Dacia,Model C,2013,137032,Petrol,Automatic,3,20,1374
4688,Dacia,Model C,2001,250000,Petrol,Manual,8,10,500
4689,Mercedes,Model B,2023,25668,Petrol,Automatic,3,10,18540
4690,Ford,Model A,2025,18446,Petrol,Automatic,2,1,24779
4691,Ford,Model C,2020,58292,Petrol,Automatic,5,1,8244
4692,Honda,Model C,2020,61072,Hybrid,Automatic,4,20,16029
4693,Fiat,Model B,2020,78381,Diesel,Automatic,11,30,7039
4694,Hyundai,Model B,2022,68908,Hybrid,Manual,7,20,18081
4695,Hyundai,Model B,2021,71405,Petrol,Automatic,1,30,17147
4696,Audi,Model A,2025,13157,Petrol,Manual,11,20,25858
4697,Honda,Model A,2022,44839,Petrol,Automatic,4,20,15693
4698,Honda,Model A,2022,28395,Petrol,Manual,8,1,17512
4699,Toyota,Model C,2013,148428,Diesel,Manual,7,20,4564
4700,BMW,Model B,2025,0,Diesel,Automatic,12,20,27594
4701,Mercedes,Model B,2018,89636,Petrol,Automatic,4,1,9071
4702,Mercedes,Model C,2007,222600,Petrol,Manual,2,10,500
4703,Audi,Model B,2024,0,Petrol,Automatic,4,30,27678
4704,Audi,Model A,2023,24581,Petrol,Automatic,8,30,21884
4705,Audi,Model B,2021,54223,Petrol,Automatic,3,1,22006
4706,Honda,Model B,2021,46744,Petrol,Manual,5,30,14096
4707,Honda,Model B,2025,5370,Petrol,Automatic,9,20,28231
4708,Toyota,Model A,2016,87874,Diesel,Automatic,2,30,8904
4709,Fiat,Model A,2025,0,Diesel,Manual,12,1,14517
4710,Ford,Model A,2024,27524,Petrol,Automatic,7,30,24086
4711,Hyundai,Model B,2021,48008,Petrol,Manual,7,10,13504
4712,Fiat,Model C,2021,53098,Petrol,Manual,5,1,14382
4713,Mercedes,Model B,2018,75802,Petrol,Automatic,4,1,5476
4714,Toyota,Model A,2025,292,Petrol,Manual,7,10,31138
4715,Honda,Model C,2022,,Diesel,Automatic,7,20,18935
4716,Toyota,Model C,2020,72690,Petrol,Manual,1,30,11045
4717,BMW,Model A,2023,51118,Petrol,Manual,11,1,20939
4718,Hyundai,Model C,2025,0,Petrol,Automatic,11,20,25000
4719,Mercedes,Model A,2021,33895,Petrol,Automatic,6,20,19319
4720,Dacia,Model B,2025,6613,Petrol,Manual,5,20,18498
4721,Hyundai,Model A,2020,82108,Petrol,Automatic,7,10,9369
4722,Ford,Model A,2005,239968,Petrol,Manual,3,10,500
4723,Mercedes,Model A,2016,89560,Petrol,Automatic,1,1,2981
4724,Honda,Model A,2021,44870,Hybrid,Manual,5,30,11489
4725,Audi,Model C,2017,80551,Petrol,Automatic,1,30,533
4726,Audi,Model B,2000,250000,Petrol,Manual,1,30,500
4727,Hyundai,Model A,2025,0,Petrol,Automatic,1,20,23360
